Organization,Raw Grade Code,Normalized Grade Family,Normalized Seniority Tier,International / National / Local,Staff / Consultant / Contractor / Other,Approximate UN Equivalent,Approximate Experience Range,Typical Role Scope,Supervisory Expectations,Notes / Caveats,Confidence Level,Evidence Type
International Trade Centre,Full time,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
International Trade Centre,FULL_TIME,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
International Training Centre of the ILO,Fixed Term,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
International Training Centre of the ILO,Fixed Term Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
International Training Centre of the ILO,Temporary,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
International Training Centre of the ILO,Temporary Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
International Training Centre of the ILO,Temporary appointment under Staff Rule 420.4,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
International Training Centre of the ILO,Full time,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
International Training Centre of the ILO,FULL_TIME,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
International Tribunal for the Law of the Sea,Fixed Term,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
International Tribunal for the Law of the Sea,Fixed Term Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
International Tribunal for the Law of the Sea,Temporary,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
International Tribunal for the Law of the Sea,Temporary Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
International Tribunal for the Law of the Sea,Temporary appointment under Staff Rule 420.4,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
International Tribunal for the Law of the Sea,Full time,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
International Tribunal for the Law of the Sea,FULL_TIME,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
Organisation for the Prohibition of Chemical Weapons,Fixed Term,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
Organisation for the Prohibition of Chemical Weapons,Fixed Term Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
Organisation for the Prohibition of Chemical Weapons,Temporary,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
Organisation for the Prohibition of Chemical Weapons,Temporary Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
Organisation for the Prohibition of Chemical Weapons,Temporary appointment under Staff Rule 420.4,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
Organisation for the Prohibition of Chemical Weapons,Full time,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
Organisation for the Prohibition of Chemical Weapons,FULL_TIME,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
Pan American Health Organization,Fixed Term,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
Pan American Health Organization,Fixed Term Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
Pan American Health Organization,Temporary,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
Pan American Health Organization,Temporary Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
Pan American Health Organization,Temporary appointment under Staff Rule 420.4,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
Pan American Health Organization,Full time,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
Pan American Health Organization,FULL_TIME,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UN Tourism,Fixed Term,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UN Tourism,Fixed Term Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UN Tourism,Temporary,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UN Tourism,Temporary Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UN Tourism,Temporary appointment under Staff Rule 420.4,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UN Tourism,Full time,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UN Tourism,FULL_TIME,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UN Women,Fixed Term,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UN Women,Fixed Term Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UN Women,Temporary,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UN Women,Temporary Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UN Women,Temporary appointment under Staff Rule 420.4,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UN Women,Full time,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UN Women,FULL_TIME,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNAIDS,Fixed Term,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNAIDS,Fixed Term Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNAIDS,Temporary,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNAIDS,Temporary Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNAIDS,Temporary appointment under Staff Rule 420.4,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNAIDS,Full time,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNAIDS,FULL_TIME,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNDP,Fixed Term,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNDP,Fixed Term Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNDP,Temporary,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNDP,Temporary Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNDP,Temporary appointment under Staff Rule 420.4,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNDP,Full time,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNDP,FULL_TIME,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNESCO,Fixed Term,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNESCO,Fixed Term Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNESCO,Temporary,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNESCO,Temporary Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNESCO,Temporary appointment under Staff Rule 420.4,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNESCO,Full time,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNESCO,FULL_TIME,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNFPA,Fixed Term,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNFPA,Fixed Term Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNFPA,Temporary,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNFPA,Temporary Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNFPA,Temporary appointment under Staff Rule 420.4,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNFPA,Full time,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNFPA,FULL_TIME,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNHCR,Fixed Term,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNHCR,Fixed Term Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNHCR,Temporary,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNHCR,Temporary Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNHCR,Temporary appointment under Staff Rule 420.4,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNHCR,Full time,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNHCR,FULL_TIME,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNICEF,Fixed Term,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNICEF,Fixed Term Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNICEF,Temporary,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNICEF,Temporary Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNICEF,Temporary appointment under Staff Rule 420.4,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNICEF,Full time,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNICEF,FULL_TIME,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNIDO,Fixed Term,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNIDO,Fixed Term Appointment,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
UNIDO,Temporary,Ungraded staff or employee contract,T0_STAFF_UNGRADED,International or local depending duty station,Staff,No grade-level equivalent without separate grade evidence,vacancy-dependent,Recognized staff/employee appointment with no extractable grade,Depends on position,Use this only when contract/employment source confirms staff or employee status but no grade code is present.,MEDIUM,official staff contract type
